Species,12/28/11,4/3/12,8/7/12,11/6/12,1/26/13,2/8/13,2/5/13,3/24/13,4/7/13,4/29/13,7/14/13,9/3/13,9/24/13,11/10/13,12/14/13,1/19/14,2/17/14,3/23/14,5/4/14,6/16/14,7/24/14,8/22/14,8/25/14,9/28/14,11/16/14,12/7/14,12/17/14,1/6/15,1/14/15,1/25/15,2/8/15,2/23/15,3/8/15,3/24/15,4/4/15,4/19/15,5/3/15,5/31/15,6/14/15,7/8/15,7/9/15,7/10/15,7/11/15,7/12/15,7/15/15,7/19/15,7/26/15,8/23/15,9/6/15,9/16/15,10/11/15,11/8/15,11/22/15,12/27/15,1/10/16,1/24/16,2/7/16,2/28/16,3/13/16,3/27/16,4/24/16,5/8/16,5/22/16,6/5/16,6/15/16,6/19/16,6/26/16,7/3/16,7/19/16,7/31/16,8/14/16,9/4/16,9/11/16,10/8/16,10/17/16,10/26/16,11/5/16,11/9/16,11/10/16,11/13/16,11/20/16,11/27/16,12/1/16,12/3/16,12/4/16,12/11/16,12/17/16,12/25/16,1/1/17,1/8/17,1/15/17,1/22/17,1/31/17,2/11/17,2/26/17,3/13/17,4/16/17,4/30/17,5/14/17,5/28/17,6/25/17,7/17/17,8/13/17,9/16/17,10/15/17,10/25/17,11/9/17,12/3/17,12/10/17,12/31/17,1/14/18,1/24/18,2/12/18,2/25/18,3/10/18,3/26/18,4/8/18,4/20/18,5/13/18,5/27/18,6/10/18,6/24/18,7/1/18,7/17/18,7/18/18,7/29/18,8/11/18,8/25/18,8/31/18,9/1/18,9/18/18,9/19/18,9/24/18,9/29/18,10/3/18,10/7/18,10/17/18,11/4/18,11/14/18,11/24/18,12/1/18,12/12/18,12/25/18,1/13/19,1/27/19,2/10/19,2/24/19,3/18/19,3/31/19,4/14/19,4/28/19,5/12/19,5/19/19,6/2/19,6/16/19,6/23/19,7/14/19,7/28/19,8/11/19
Methanosphaera_stadtmanae,0.161,0.636,0.387,0.35,0.141,0.151,,0.112,0.136,0.151,0.066,0.09,0.166,0.119,0.108,0.316,,0.066,0.195,0.104,,0.126,0.143,0.086,0.115,0.155,0.185,0.17,0.218,0.159,0.237,0.336,0.217,0.412,0.237,0.148,0.061,0.061,0.208,0.084,0.005,0.007,0.02,0.023,0.074,0.156,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morganella_morganii,0.001,0.0,0.0,0.0,0.0,0.01,,0.002,0.003,0.0,0.002,0.0,0.001,0.0,0.0,0.009,,0.001,0.008,0.614,,0.006,0.004,1.947,1.3,5.044,10.872,3.218,1.676,1.555,2.778,6.552,5.66,0.723,2.698,5.58,2.255,2.255,1.16,1.732,1.124,1.698,0.836,5.173,10.706,5.196,5.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoribacter_splanchnicus,0.445,0.072,0.261,0.255,1.246,1.624,,0.729,0.508,1.047,0.461,0.341,0.358,0.584,0.885,0.944,,1.149,0.69,1.289,,0.728,0.643,0.928,0.396,1.151,0.867,1.174,0.782,1.228,1.16,0.908,0.685,0.696,0.694,1.112,0.63,0.63,0.616,0.663,0.665,0.824,0.671,0.91,0.967,1.17,1.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter_sp_KLE_1745,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscillibacter_unclassified,0.07,0.014,0.18,0.286,0.439,0.312,,0.553,0.29,0.249,1.176,0.65,1.313,0.746,0.34,0.91,,0.544,0.948,0.441,,0.19,0.121,0.303,1.036,0.433,0.801,0.362,0.501,0.706,0.554,0.453,0.374,0.168,0.494,0.153,0.294,0.294,0.347,0.407,0.321,0.342,0.367,0.662,0.695,1.03,0.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalobacter_formigenes,0.367,0.0,0.0,0.223,0.068,0.095,,0.048,0.065,0.036,0.0,0.0,0.009,0.0,0.041,0.031,,0.091,0.366,0.104,,0.053,0.131,0.058,0.023,0.145,0.083,0.078,0.121,0.153,0.061,0.044,0.133,0.147,0.029,0.179,0.06,0.06,0.081,0.006,0.0,0.002,0.043,0.092,0.124,0.087,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantoea_unclassified,0.007,0.005,0.0,0.018,0.0,0.0,,0.0,0.0,0.0,0.004,0.013,0.028,0.028,0.006,0.0,,0.006,0.005,0.0,,0.005,0.004,0.013,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides_distasonis,0.002,0.0,0.001,0.0,0.005,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.002,0.0,0.0,0.0,0.002,0.013,0.024,0.001,0.001,0.0,0.004,0.004,0.0,0.017,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides_goldsteinii,0.078,0.017,0.155,0.029,0.182,0.1,,0.265,0.177,0.192,0.098,0.017,0.007,0.015,0.266,0.488,,0.102,0.274,0.242,,0.104,0.21,0.107,0.148,0.181,0.179,0.388,0.108,0.104,0.078,0.077,0.089,0.366,0.098,0.397,0.22,0.22,0.432,0.082,0.014,0.009,0.048,0.058,0.079,0.037,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides_merdae,0.513,0.307,1.069,1.281,4.314,3.49,,3.843,3.814,3.674,2.506,2.107,1.008,1.596,3.355,5.07,,4.113,1.891,4.249,,2.785,1.993,1.735,3.317,2.983,3.899,3.495,2.309,2.795,3.342,2.308,1.071,2.215,2.0,2.671,1.249,1.249,1.224,3.305,4.38,3.078,2.734,3.11,2.693,2.583,3.927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parabacteroides_unclassified,0.0,0.0,1.319,0.164,3.048,0.827,,0.007,0.0,0.0,2.438,0.577,2.372,2.503,3.914,6.544,,3.94,3.775,2.791,,0.445,0.732,0.102,0.0,1.014,0.0,0.289,1.704,0.406,0.509,1.177,1.167,0.719,0.619,0.047,0.0,0.0,0.257,0.637,0.0,0.075,0.065,0.0,0.0,1.681,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parasutterella_excrementihominis,0.0,0.0,0.029,0.015,0.046,0.032,,0.021,0.021,0.038,0.005,0.009,0.007,0.007,0.014,0.005,,0.021,0.009,0.015,,0.019,0.012,0.011,0.018,0.012,0.023,0.009,0.019,0.014,0.018,0.018,0.01,0.011,0.011,0.004,0.008,0.008,0.007,0.003,0.007,0.0,0.002,0.008,0.007,0.014,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvimonas_micra,0.166,0.02,0.01,0.0,0.006,0.178,,0.045,0.275,0.084,0.018,0.006,0.006,0.007,0.005,0.059,,0.007,0.047,0.0,,0.041,0.083,0.001,0.064,0.012,0.034,0.039,0.038,0.033,0.02,0.004,0.019,0.182,0.019,0.217,0.054,0.054,0.284,0.064,0.033,0.377,0.236,0.224,0.006,0.153,0.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parvimonas_unclassified,1.65,0.041,0.03,0.004,0.027,0.568,,0.095,2.172,0.233,0.054,0.018,0.018,0.021,0.008,0.14,,0.012,0.333,0.01,,0.084,0.451,0.012,0.36,0.038,0.082,0.281,0.046,0.096,0.04,0.02,0.049,1.23,0.04,1.337,0.519,0.519,2.557,0.257,0.073,2.35,1.69,1.681,0.032,0.301,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pediococcus_acidilactici,0.0,0.009,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoniphilus_harei,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.004,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.016,0.0,0.006,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptoniphilus_lacrimalis,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.001,0.0,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptostreptococcaceae_noname_unclassified,0.0,0.007,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,,0.0,0.008,0.0,,0.0,0.0,0.0,0.0,0.0,0.011,0.009,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.008,0.0,0.005,0.0,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peptostreptococcus_stomatis,0.484,0.004,0.003,0.0,0.0,0.125,,0.025,0.307,0.057,0.008,0.0,0.0,0.0,0.0,0.042,,0.0,0.049,0.0,,0.019,0.058,0.0,0.025,0.0,0.005,0.045,0.018,0.005,0.001,0.0,0.0,0.16,0.002,0.091,0.042,0.042,0.183,0.077,0.01,0.537,0.206,0.236,0.0,0.048,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porphyromonas_asaccharolytica,0.367,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.001,0.0,,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella_timonensis,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.002,0.0,,0.004,0.0,0.0,0.0,0.005,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providencia_unclassified,0.142,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.003,0.0,0.019,,0.0,0.0,0.0,0.013,0.35,1.093,0.051,0.552,0.065,0.737,0.625,0.299,0.131,0.499,0.279,0.821,0.821,0.194,1.749,3.106,1.394,0.713,0.911,2.3,0.639,0.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudoflavonifractor_capillosus,0.0,0.0,0.0,0.004,0.004,0.004,,0.004,0.0,0.001,0.004,0.004,0.007,0.005,0.001,0.004,,0.004,0.002,0.004,,0.0,0.001,0.001,0.002,0.002,0.0,0.0,0.004,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas_aeruginosa,0.0,0.0,0.0,0.006,0.0,0.0,,0.0,0.061,0.0,0.0,0.011,0.0,0.0,0.0,0.009,,0.002,0.012,0.007,,0.036,0.049,0.0,0.002,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,0.069,0.0,0.083,0.009,0.009,0.122,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas_phage_F116,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudomonas_unclassified,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.013,,0.0,0.016,0.0,,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.041,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseburia_hominis,0.056,0.223,0.412,0.202,0.502,0.116,,0.289,0.313,0.197,3.42,0.0,0.0,0.0,0.102,0.016,,0.047,0.043,0.11,,0.143,0.417,0.064,1.656,0.219,1.776,0.003,0.0,0.012,0.003,0.01,0.016,0.018,0.313,0.025,0.232,0.232,0.09,0.087,0.282,0.075,0.276,0.346,0.469,0.192,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseburia_intestinalis,0.017,0.338,0.085,0.0,0.0,0.0,,0.742,2.722,3.538,0.0,0.0,0.0,0.0,0.0,0.0,,0.014,0.034,0.162,,0.389,0.234,0.813,0.052,1.02,0.153,0.0,0.014,0.013,0.056,0.038,0.11,0.02,0.119,0.06,0.261,0.261,0.022,0.009,0.038,0.001,0.015,0.038,0.032,0.511,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseburia_inulinivorans,0.031,0.967,0.167,0.085,0.35,0.498,,0.689,0.169,0.186,5.738,0.577,0.006,0.374,0.129,0.001,,0.04,0.002,0.499,,0.24,0.053,1.445,4.316,0.524,0.571,0.091,0.264,0.091,0.893,0.822,2.305,0.106,1.377,0.285,1.06,1.06,0.027,2.956,6.312,1.574,0.813,0.931,0.382,0.755,0.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roseburia_unclassified,0.019,0.128,0.0,0.0,0.0,0.0,,0.12,0.0,0.0,0.0,0.0,0.095,0.094,0.0,0.173,,0.274,0.143,0.2,,0.137,0.0,0.0,0.0,0.0,0.0,0.048,0.0,0.155,0.0,0.0,0.0,0.102,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.632,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rothia_mucilaginosa,0.001,0.015,0.005,0.005,0.002,0.001,,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.0,0.0,,0.006,0.006,0.0,,0.003,0.0,0.012,0.006,0.001,0.014,0.0,0.0,0.002,0.009,0.001,0.005,0.007,0.007,0.0,0.001,0.001,0.0,0.001,0.002,0.0,0.0,0.0,0.006,0.0,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcaceae_bacterium_D16,0.003,0.003,0.004,0.012,0.015,0.009,,0.018,0.006,0.01,0.09,0.055,0.059,0.047,0.013,0.015,,0.018,0.012,0.009,,0.005,0.006,0.007,0.014,0.005,0.007,0.002,0.005,0.011,0.01,0.005,0.006,0.01,0.018,0.006,0.006,0.006,0.003,0.018,0.008,0.06,0.008,0.009,0.009,0.043,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus_bromii,2.137,3.161,3.121,1.772,1.223,1.314,,1.061,1.177,1.709,0.375,1.0,1.144,0.579,1.941,1.078,,0.393,0.002,0.196,,2.25,1.49,2.111,1.415,1.767,0.463,1.853,0.524,0.409,0.537,1.335,4.598,0.982,4.34,0.808,5.269,5.269,2.991,0.447,0.806,0.802,2.121,1.023,1.175,1.377,3.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus_callidus,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.051,0.014,0.032,0.043,0.012,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus_lactaris,0.906,0.0,0.176,0.222,0.595,0.806,,0.574,0.576,0.752,0.757,0.327,0.252,0.477,1.188,1.144,,0.977,1.712,0.49,,0.83,0.422,0.712,0.495,0.888,0.252,0.235,0.108,0.927,0.299,0.517,1.095,0.425,0.926,0.963,1.266,1.266,0.241,6.863,1.969,1.581,1.273,1.137,0.331,0.784,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus_obeum,0.383,0.371,1.776,0.767,0.844,0.769,,0.479,0.513,1.2,0.439,0.61,0.783,0.494,0.548,1.032,,0.323,0.223,0.223,,0.85,0.523,0.422,0.628,0.735,0.501,0.305,0.429,0.458,0.461,1.561,0.915,1.112,1.474,0.365,1.415,1.415,0.92,2.373,0.849,0.815,1.106,0.506,0.299,0.856,0.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus_sp_5_1_39BFAA,0.649,0.992,2.563,1.106,0.885,0.788,,0.0,0.0,1.777,0.474,0.287,0.0,0.0,0.483,1.598,,0.414,0.466,0.59,,2.12,1.106,1.169,0.943,2.249,0.25,0.0,0.0,0.0,0.206,0.37,0.548,0.397,1.464,0.0,1.41,1.41,0.298,1.723,1.112,0.0,1.235,0.412,0.232,0.576,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruminococcus_torques,1.356,0.766,1.233,0.545,0.471,0.576,,0.673,0.441,0.568,0.225,0.149,0.165,0.122,0.397,0.833,,0.279,0.969,0.297,,1.916,0.957,0.802,1.099,1.641,0.383,0.455,0.533,0.815,0.673,1.453,0.859,1.325,1.594,0.94,1.438,1.438,2.033,4.305,1.609,1.095,1.829,0.516,0.219,1.033,1.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigella_sonnei,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.013,0.0,0.0,0.004,0.0,0.017,0.0,0.0,0.014,0.0,0.0,0.02,0.004,0.018,0.0,0.0,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solobacterium_moorei,0.307,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_anginosus,0.0,0.001,0.008,0.0,0.0,0.02,,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.005,,0.0,0.006,0.0,,0.005,0.002,0.0,0.005,0.0,0.0,0.002,0.0,0.0,0.005,0.0,0.002,0.028,0.0,0.011,0.009,0.009,0.07,0.015,0.0,0.019,0.041,0.006,0.0,0.003,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Streptococcus_australis,0.006,0.047,0.007,0.003,0.003,0.009,,0.016,0.001,0.008,0.005,0.0,0.003,0.0,0.0,0.002,,0.002,0.0,0.0,,0.002,0.0,0.005,0.006,0.0,0.014,0.0,0.0,0.0,0.053,0.007,0.002,0.0,0.017,0.0,0.006,0.006,0.0,0.001,0.002,0.0,0.002,0.0,0.007,0.004,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
